street_name,chars
דרך היקינטון,ד ר ך   ה י ק י נ ט ו ן
ט'הרת נח'לה,ט ' ה ר ת   נ ח ' ל ה
ש שמשון ב,ש   ש מ ש ו ן   ב
בצראוי בצלאל,ב צ ר א ו י   ב צ ל א ל
דוד העיר העתיקה,ד ו ד   ה ע י ר   ה ע ת י ק ה
שכ מפדה אזרחי,ש כ   מ פ ד ה   א ז ר ח י
ש חיל נ עוב,ש   ח י ל   נ   ע ו ב
חיים חורי,ח י י ם   ח ו ר י
פורטונה,פ ו ר ט ו נ ה
יוענה,י ו ע נ ה
פיקאסו,פ י ק א ס ו
מאי,מ א י
מוסד צפת צהל,מ ו ס ד   צ פ ת   צ ה ל
בנימין מטודל,ב נ י מ י ן   מ ט ו ד ל
שועפט,ש ו ע פ ט
הגפן המשך,ה ג פ ן   ה מ ש ך
טירה משולש,ט י ר ה   מ ש ו ל ש
שכונת הכרם,ש כ ו נ ת   ה כ ר ם
ביס גננות,ב י ס   ג נ נ ו ת
הרב גיבשטיין,ה ר ב   ג י ב ש ט י י ן
אברהם סוויסה,א ב ר ה ם   ס ו ו י ס ה
שמחה גפני,ש מ ח ה   ג פ נ י
רבי פוזילוב,ר ב י   פ ו ז י ל ו ב
בית חנינה החדשה,ב י ת   ח נ י נ ה   ה ח ד ש ה
הפגודה,ה פ ג ו ד ה
אל עודה,א ל   ע ו ד ה
חוש מראעה,ח ו ש   מ ר א ע ה
ואדי אלסקיע,ו א ד י   א ל ס ק י ע
המועצה סמטה,ה מ ו ע צ ה   ס מ ט ה
רום יעל,ר ו ם   י ע ל
דרך אהרון חגג,ד ר ך   א ה ר ו ן   ח ג ג
יצחק ויטבורג,י צ ח ק   ו י ט ב ו ר ג
קרית בובוב,ק ר י ת   ב ו ב ו ב
אל-חווא,א ל - ח ו ו א
סרחאן,ס ר ח א ן
פדרמן,פ ד ר מ ן
הנרי,ה נ ר י
אל נסבי,א ל   נ ס ב י
כואלד,כ ו א ל ד
טרודי בירגר,ט ר ו ד י   ב י ר ג ר
כהן מנחם,כ ה ן   מ נ ח ם
מעון אקדמא,מ ע ו ן   א ק ד מ א
רובע ,ר ו ב ע  
נתניהו יוני,נ ת נ י ה ו   י ו נ י
חלקת מחוקק,ח ל ק ת   מ ח ו ק ק
גורה שושנה ומשה,ג ו ר ה   ש ו ש נ ה   ו מ ש ה
ג'מיל דוד,ג ' מ י ל   ד ו ד
שכ' נאות השקמה,ש כ '   נ א ו ת   ה ש ק מ ה
אל חיגאז,א ל   ח י ג א ז
אל-טפטאף,א ל - ט פ ט א ף
שמעון מויאל,ש מ ע ו ן   מ ו י א ל
שדרות מסריק,ש ד ר ו ת   מ ס ר י ק
מחנה שועפאט,מ ח נ ה   ש ו ע פ א ט
הרקפות ככר,ה ר ק פ ו ת   כ כ ר
ש צפונית-מגד אלכרום,ש   צ פ ו נ י ת - מ ג ד   א ל כ ר ו ם
אל עסאלי,א ל   ע ס א ל י
שפיצר,ש פ י צ ר
עותמי שלום,ע ו ת מ י   ש ל ו ם
משמר דוד,מ ש מ ר   ד ו ד
סייד,ס י י ד
יעקב רוט,י ע ק ב   ר ו ט
סוסיא,ס ו ס י א
אלתבע',א ל ת ב ע '
גילון,ג י ל ו ן
עין אל זעטוטה,ע י ן   א ל   ז ע ט ו ט ה
יפתחאל,י פ ת ח א ל
משעול המנגו,מ ש ע ו ל   ה מ נ ג ו
הצלף סמטה,ה צ ל ף   ס מ ט ה
רבין חזקיהו,ר ב י ן   ח ז ק י ה ו
שכון א,ש כ ו ן   א
צופנת,צ ו פ נ ת
יודלביץ',י ו ד ל ב י ץ '
מבוא הרימון,מ ב ו א   ה ר י מ ו ן
בית אל-שעב,ב י ת   א ל - ש ע ב
כגן,כ ג ן
סמ האומנים,ס מ   ה א ו מ נ י ם
קהלת זיטומיר,ק ה ל ת   ז י ט ו מ י ר
ח'אלד איבן אל וליד,ח ' א ל ד   א י ב ן   א ל   ו ל י ד
אבן אלאתיר,א ב ן   א ל א ת י ר
פלפל,פ ל פ ל
כיכר ציון,כ י כ ר   צ י ו ן
יוהאש המלך,י ו ה א ש   ה מ ל ך
שכ ה,ש כ   ה
הפקדון,ה פ ק ד ו ן
נחוניה,נ ח ו נ י ה
רמז עמידר,ר מ ז   ע מ י ד ר
ליפתא תחתית,ל י פ ת א   ת ח ת י ת
סמ אסיה,ס מ   א ס י ה
לנקין,ל נ ק י ן
משעול סנפיר,מ ש ע ו ל   ס נ פ י ר
אל-וחדאת,א ל - ו ח ד א ת
איסקוב ניסים,א י ס ק ו ב   נ י ס י ם
משעול י,מ ש ע ו ל   י
שביל המעונה,ש ב י ל   ה מ ע ו נ ה
ש סמדר,ש   ס מ ד ר
הרב פרופ' מאיר וויס,ה ר ב   פ ר ו פ '   מ א י ר   ו ו י ס
הברונזה,ה ב ר ו נ ז ה
ש פיתוח,ש   פ י ת ו ח
תומר דבורה,ת ו מ ר   ד ב ו ר ה
גבור,ג ב ו ר
האילנות צורן,ה א י ל נ ו ת   צ ו ר ן
השל,ה ש ל
שקדים,ש ק ד י ם
מילר,מ י ל ר
מעוז הים,מ ע ו ז   ה י ם
המסורת,ה מ ס ו ר ת
אל ח'יר,א ל   ח ' י ר
פאלאס,פ א ל א ס
יונתן הוופסי,י ו נ ת ן   ה ו ו פ ס י
גן הבהאים,ג ן   ה ב ה א י ם
סחנה א,ס ח נ ה   א
ש פועל עובדי,ש   פ ו ע ל   ע ו ב ד י
כיכר ברוכיאלי אריה,כ י כ ר   ב ר ו כ י א ל י   א ר י ה
אל טוליפ,א ל   ט ו ל י פ
אל דוהור,א ל   ד ו ה ו ר
החאן סמ,ה ח א ן   ס מ
אל-דוחא,א ל - ד ו ח א
כוכבי דוד,כ ו כ ב י   ד ו ד
יהלום נוה מונוסון,י ה ל ו ם   נ ו ה   מ ו נ ו ס ו ן
אל חטאב,א ל   ח ט א ב
סרנה יחזקאל,ס ר נ ה   י ח ז ק א ל
אלאח'וה,א ל א ח ' ו ה
ש אלראי,ש   א ל ר א י
ג'ת-שכונה דרומית,ג ' ת - ש כ ו נ ה   ד ר ו מ י ת
אברהם שמואל שטיין,א ב ר ה ם   ש מ ו א ל   ש ט י י ן
עיר כרמל,ע י ר   כ ר מ ל
אבנט,א ב נ ט
בית חירות,ב י ת   ח י ר ו ת
הצפורנים,ה צ פ ו ר נ י ם
שביל צבר,ש ב י ל   צ ב ר
צר עי גשר ש,צ ר   ע י   ג ש ר   ש
משעול ברנו יצחקוב,מ ש ע ו ל   ב ר נ ו   י צ ח ק ו ב
וילהלם פילדרמן,ו י ל ה ל ם   פ י ל ד ר מ ן
ח'לת אלעבהר,ח ' ל ת   א ל ע ב ה ר
דולב צורן,ד ו ל ב   צ ו ר ן
רמות רמז,ר מ ו ת   ר מ ז
בז אדום,ב ז   א ד ו ם
פרג,פ ר ג
רח סו,ר ח   ס ו
ורקר ב,ו ר ק ר   ב
קרית גולדה מאיר,ק ר י ת   ג ו ל ד ה   מ א י ר
ברוך גורלסקי,ב ר ו ך   ג ו ר ל ס ק י
חוף אכדיה,ח ו ף   א כ ד י ה
ירושלמי,י ר ו ש ל מ י
ג'ורת אל-ג'זלאן,ג ' ו ר ת   א ל - ג ' ז ל א ן
מלון פרדייז גארדנס,מ ל ו ן   פ ר ד י י ז   ג א ר ד נ ס
האדמור מוישוי,ה א ד מ ו ר   מ ו י ש ו י
כיכר אדן,כ י כ ר   א ד ן
ריבלין,ר י ב ל י ן
דרך חגג אהרון,ד ר ך   ח ג ג   א ה ר ו ן
חנה אברך,ח נ ה   א ב ר ך
ש גג,ש   ג ג
יצחק אהרוני,י צ ח ק   א ה ר ו נ י
"האגס ג""ע","ה א ג ס   ג "" ע"
רנן,ר נ ן
קליינמן,ק ל י י נ מ ן
אבטין,א ב ט י ן
נאואס,נ א ו א ס
אקסודוס,א ק ס ו ד ו ס
עתמאן אבן עפאן,ע ת מ א ן   א ב ן   ע פ א ן
וייץ יוסף,ו י י ץ   י ו ס ף
מלון כוכב הים,מ ל ו ן   כ ו כ ב   ה י ם
דג'לה,ד ג ' ל ה
אל ח'ולפא' אלראשידי,א ל   ח ' ו ל פ א '   א ל ר א ש י ד י
התפוצות,ה ת פ ו צ ו ת
החינוך העברי,ה ח י נ ו ך   ה ע ב ר י
"הרי ישראל מ""ר","ה ר י   י ש ר א ל   מ "" ר"
התשעים ושלוש,ה ת ש ע י ם   ו ש ל ו ש
זמיר מורד,ז מ י ר   מ ו ר ד
סירין,ס י ר י ן
חמאם אל פשה,ח מ א ם   א ל   פ ש ה
מע ש חדש,מ ע   ש   ח ד ש
הדוברה,ה ד ו ב ר ה
שלמה ליענר,ש ל מ ה   ל י ע נ ר
כאבול,כ א ב ו ל
"הרמ""א","ה ר מ "" א"
השעיר,ה ש ע י ר
וירשובסקי,ו י ר ש ו ב ס ק י
צעירי שלמה הרב,צ ע י ר י   ש ל מ ה   ה ר ב
באב אלמגלס,ב א ב   א ל מ ג ל ס
יוסף בן חלפתא,י ו ס ף   ב ן   ח ל פ ת א
אלסמאן,א ל ס מ א ן
אל סקאקיני,א ל   ס ק א ק י נ י
נתיב אפקים,נ ת י ב   א פ ק י ם
בארותיים,ב א ר ו ת י י ם
ברכת עם,ב ר כ ת   ע ם
כורדאני,כ ו ר ד א נ י
שכ ג'בל א-דולה,ש כ   ג ' ב ל   א - ד ו ל ה
באב אל חוטה,ב א ב   א ל   ח ו ט ה
סבג,ס ב ג
ככר החטיבות,כ כ ר   ה ח ט י ב ו ת
ירח אב,י ר ח   א ב
שכ אולגה ז,ש כ   א ו ל ג ה   ז
הרב קוק,ה ר ב   ק ו ק
גרשון מאיר,ג ר ש ו ן   מ א י ר
ואדי אלח'ארג'י,ו א ד י   א ל ח ' א ר ג ' י
רב זביד,ר ב   ז ב י ד
מגדל אור,מ ג ד ל   א ו ר
ירמיהו,י ר מ י ה ו
תראבן א צאנע,ת ר א ב ן   א   צ א נ ע
"רחבת של""ה","ר ח ב ת   ש ל "" ה"
נובק רבקה,נ ו ב ק   ר ב ק ה
ש קרית שלום,ש   ק ר י ת   ש ל ו ם
בית ג'מל,ב י ת   ג ' מ ל
שכ גני משי,ש כ   ג נ י   מ ש י
דולב מכבים רעות,ד ו ל ב   מ כ ב י ם   ר ע ו ת
גרונר דב,ג ר ו נ ר   ד ב
ש ק יובל,ש   ק   י ו ב ל
קרית חמד,ק ר י ת   ח מ ד
אהרן בן יוסף,א ה ר ן   ב ן   י ו ס ף
דרך לוד הירוקה,ד ר ך   ל ו ד   ה י ר ו ק ה
בית סוכנות,ב י ת   ס ו כ נ ו ת
רח קט,ר ח   ק ט
נווה זהר,נ ו ו ה   ז ה ר
עאשור עלי,ע א ש ו ר   ע ל י
ביח צהלון,ב י ח   צ ה ל ו ן
רוטשליד,ר ו ט ש ל י ד
כ שלם הזרע,כ   ש ל ם   ה ז ר ע
הרב עזרן יוסף,ה ר ב   ע ז ר ן   י ו ס ף
ארץ הנגב,א ר ץ   ה נ ג ב
חיים עוזר,ח י י ם   ע ו ז ר
שמואל נביא ש,ש מ ו א ל   נ ב י א   ש
ברון אברהם,ב ר ו ן   א ב ר ה ם
חוגיראת דהרה,ח ו ג י ר א ת   ד ה ר ה
יוענה ז'בוטינסקי,י ו ע נ ה   ז ' ב ו ט י נ ס ק י
רחבת נגה,ר ח ב ת   נ ג ה
שטיינברג אליעזר,ש ט י י נ ב ר ג   א ל י ע ז ר
הרב שמש משה,ה ר ב   ש מ ש   מ ש ה
קייס בן אל מלוח,ק י י ס   ב ן   א ל   מ ל ו ח
גלעדי,ג ל ע ד י
שניים בנובמבר,ש נ י י ם   ב נ ו ב מ ב ר
שכ גבעת רם,ש כ   ג ב ע ת   ר ם
אלתופאח,א ל ת ו פ א ח
ש ד חדש,ש   ד   ח ד ש
המקשר ב שכ,ה מ ק ש ר   ב   ש כ
שחרון,ש ח ר ו ן
שכ כרמי קדם,ש כ   כ ר מ י   ק ד ם
נחל ליטני,נ ח ל   ל י ט נ י
בלקני פנחס,ב ל ק נ י   פ נ ח ס
אל-וזיאת,א ל - ו ז י א ת
משעול חוגלה,מ ש ע ו ל   ח ו ג ל ה
אל-מנארה,א ל - מ נ א ר ה
עמיאל משה,ע מ י א ל   מ ש ה
אל-זיר עטא,א ל - ז י ר   ע ט א
אפאק,א פ א ק
זליגמן מקס,ז ל י ג מ ן   מ ק ס
אל ע'אבה,א ל   ע ' א ב ה
סלבודקה ישי,ס ל ב ו ד ק ה   י ש י
צים,צ י ם
טאגור,ט א ג ו ר
גן מאיר סמ,ג ן   מ א י ר   ס מ
אחי תנין,א ח י   ת נ י ן
אל ווחדה,א ל   ו ו ח ד ה
סטולר שמואל,ס ט ו ל ר   ש מ ו א ל
משעול הסביון,מ ש ע ו ל   ה ס ב י ו ן
הספארי,ה ס פ א ר י
אל-חולוד,א ל - ח ו ל ו ד
מלון הגפן,מ ל ו ן   ה ג פ ן
ש קליפרניה,ש   ק ל י פ ר נ י ה
אגודת ישראל,א ג ו ד ת   י ש ר א ל
גבעת הוד מוסד,ג ב ע ת   ה ו ד   מ ו ס ד
אללולו,א ל ל ו ל ו
מעלה החרוצים,מ ע ל ה   ה ח ר ו צ י ם
הנהרונית,ה נ ה ר ו נ י ת
יש חכ לובלי,י ש   ח כ   ל ו ב ל י
המוריה,ה מ ו ר י ה
רבקה קמינסקי,ר ב ק ה   ק מ י נ ס ק י
טולידנו הרב,ט ו ל י ד נ ו   ה ר ב
אלמרתפעה,א ל מ ר ת פ ע ה
משעול החיים,מ ש ע ו ל   ה ח י י ם
היורה,ה י ו ר ה
השאם אל-שראבי,ה ש א ם   א ל - ש ר א ב י
הרב חסדאי קרשקש,ה ר ב   ח ס ד א י   ק ר ש ק ש
ביטרמן מרדכי,ב י ט ר מ ן   מ ר ד כ י
פומפורובסקי שלמה,פ ו מ פ ו ר ו ב ס ק י   ש ל מ ה
שמואל נתן,ש מ ו א ל   נ ת ן
צדוק ע,צ ד ו ק   ע
צדקיהו,צ ד ק י ה ו
חרשי ברזל,ח ר ש י   ב ר ז ל
חאן אלסולטאן,ח א ן   א ל ס ו ל ט א ן
ש גיורא יוספטל,ש   ג י ו ר א   י ו ס פ ט ל
גואטמלה,ג ו א ט מ ל ה
צבי הרץ,צ ב י   ה ר ץ
גלמן פולינה,ג ל מ ן   פ ו ל י נ ה
פריד אלפרד,פ ר י ד   א ל פ ר ד
פשינה,פ ש י נ ה
אוקיינוס,א ו ק י י נ ו ס
הצבר גבעת עדה,ה צ ב ר   ג ב ע ת   ע ד ה
רח אז,ר ח   א ז
מרכז הבריאות,מ ר כ ז   ה ב ר י א ו ת
שד אבא חושי,ש ד   א ב א   ח ו ש י
אלח'טיב,א ל ח ' ט י ב
בתי רכבת,ב ת י   ר כ ב ת
כרם אלגבאלי המזרחי,כ ר ם   א ל ג ב א ל י   ה מ ז ר ח י
סמ תמר,ס מ   ת מ ר
יוסף בנטואיץ,י ו ס ף   ב נ ט ו א י ץ
לנה זילברמן קיכלר,ל נ ה   ז י ל ב ר מ ן   ק י כ ל ר
פרי חדש,פ ר י   ח ד ש
אליהו אורבך,א ל י ה ו   א ו ר ב ך
ויסבורג,ו י ס ב ו ר ג
עין והב,ע י ן   ו ה ב
בן-הרוש דוד,ב ן - ה ר ו ש   ד ו ד
הטייסים רסקו,ה ט י י ס י ם   ר ס ק ו
אבן סינאא,א ב ן   ס י נ א א
"הגפן ג""ע","ה ג פ ן   ג "" ע"
המלך ירבעם,ה מ ל ך   י ר ב ע ם
אחוה ב וועג,א ח ו ה   ב   ו ו ע ג
טיילת אבני חן,ט י י ל ת   א ב נ י   ח ן
מעליה,מ ע ל י ה
אל חסיד,א ל   ח ס י ד
ככר שיטרית,כ כ ר   ש י ט ר י ת
שכ מזרחי דו,ש כ   מ ז ר ח י   ד ו
צדוק חיים יוסף,צ ד ו ק   ח י י ם   י ו ס ף
כפר תקוה,כ פ ר   ת ק ו ה
כרם אלזיתון,כ ר ם   א ל ז י ת ו ן
כיכר מיכואלס שלמה,כ י כ ר   מ י כ ו א ל ס   ש ל מ ה
מלבס,מ ל ב ס
שכ טלמון א,ש כ   ט ל מ ו ן   א
חלת אלשריף,ח ל ת   א ל ש ר י ף
להמן מרגיט,ל ה מ ן   מ ר ג י ט
מייזל זלמן,מ י י ז ל   ז ל מ ן
סוק אלטימוס,ס ו ק   א ל ט י מ ו ס
"אסתר רבין ד""ר","א ס ת ר   ר ב י ן   ד "" ר"
מרקש,מ ר ק ש
אלסלמה,א ל ס ל מ ה
רמת הדסה מו,ר מ ת   ה ד ס ה   מ ו
אשר חיים,א ש ר   ח י י ם
אל-אחא,א ל - א ח א
קרונמן,ק ר ו נ מ ן
נחל ירמוך,נ ח ל   י ר מ ו ך
בית בלגיה,ב י ת   ב ל ג י ה
שזר,ש ז ר
אלעקד,א ל ע ק ד
אנצי סירני,א נ צ י   ס י ר נ י
שכ נחלת ציון,ש כ   נ ח ל ת   צ י ו ן
הארזים גבעת עדה,ה א ר ז י ם   ג ב ע ת   ע ד ה
הרב זילברמן שמואל,ה ר ב   ז י ל ב ר מ ן   ש מ ו א ל
הצופית,ה צ ו פ י ת
שד סויסה רפאל,ש ד   ס ו י ס ה   ר פ א ל
הר עריף,ה ר   ע ר י ף
נחל יבנאל,נ ח ל   י ב נ א ל
אלחלה אלשמאליה,א ל ח ל ה   א ל ש מ א ל י ה
ש יצחק שדה,ש   י צ ח ק   ש ד ה
יד המעביר ב,י ד   ה מ ע ב י ר   ב
מודליאני פרנקו,מ ו ד ל י א נ י   פ ר נ ק ו
קפלן אלישבע,ק פ ל ן   א ל י ש ב ע
מעלה הברית,מ ע ל ה   ה ב ר י ת
פיצר ככר,פ י צ ר   כ כ ר
נרקו מלון,נ ר ק ו   מ ל ו ן
הבאר סמ,ה ב א ר   ס מ
לוין גוט,ל ו י ן   ג ו ט
סלניקיו,ס ל נ י ק י ו
שד הרקפות,ש ד   ה ר ק פ ו ת
רמת בן גוריון,ר מ ת   ב ן   ג ו ר י ו ן
מעונות מורשה,מ ע ו נ ו ת   מ ו ר ש ה
עוזי בלהקר כיכר,ע ו ז י   ב ל ה ק ר   כ י כ ר
קטרה ש חדש,ק ט ר ה   ש   ח ד ש
נפחא,נ פ ח א
אלעזה,א ל ע ז ה
הר חבד,ה ר   ח ב ד
"שכ שז""ר","ש כ   ש ז "" ר"
שכון סלע,ש כ ו ן   ס ל ע
ש יצחק רבין,ש   י צ ח ק   ר ב י ן
בן רבאח,ב ן   ר ב א ח
הירש נורית כיכר,ה י ר ש   נ ו ר י ת   כ י כ ר
נתנס דניאל,נ ת נ ס   ד נ י א ל
אל-מוכתאר,א ל - מ ו כ ת א ר
שדות,ש ד ו ת
יראון,י ר א ו ן
פישר מוריס,פ י ש ר   מ ו ר י ס
ישיבת באר יעקב,י ש י ב ת   ב א ר   י ע ק ב
המקשר ב ש,ה מ ק ש ר   ב   ש
שביל הנורית,ש ב י ל   ה נ ו ר י ת
מלון גלי אילת,מ ל ו ן   ג ל י   א י ל ת
שד גמלא,ש ד   ג מ ל א
מתחם מנשייה,מ ת ח ם   מ נ ש י י ה
ש רמת הדסה,ש   ר מ ת   ה ד ס ה
גרנות,ג ר נ ו ת
משל ירוחם,מ ש ל   י ר ו ח ם
שכ אלח'דר,ש כ   א ל ח ' ד ר
אל-שרוק,א ל - ש ר ו ק
הפקן,ה פ ק ן
קאעב בן זוהייב,ק א ע ב   ב ן   ז ו ה י י ב
אלמשהאד,א ל מ ש ה א ד
הדס,ה ד ס
גנאביב,ג נ א ב י ב
סמ חבצלות,ס מ   ח ב צ ל ו ת
טרומפלדור שדרות,ט ר ו מ פ ל ד ו ר   ש ד ר ו ת
רח ד גב עמל,ר ח   ד   ג ב   ע מ ל
רופין,ר ו פ י ן
חארג'ה,ח א ר ג ' ה
שמעונוביץ,ש מ ע ו נ ו ב י ץ
דורה,ד ו ר ה
ואדי הושה,ו א ד י   ה ו ש ה
מייש,מ י י ש
החרמש,ה ח ר מ ש
זכריה מדאר,ז כ ר י ה   מ ד א ר
רמות בנה ביתך,ר מ ו ת   ב נ ה   ב י ת ך
רבינו תם,ר ב י נ ו   ת ם
האמרכלים,ה א מ ר כ ל י ם
ק חיים רח מט,ק   ח י י ם   ר ח   מ ט
מחמד מרזוק,מ ח מ ד   מ ר ז ו ק
בנימין מטודלה,ב נ י מ י ן   מ ט ו ד ל ה
הפסיפס,ה פ ס י פ ס
בן ארי אורי,ב ן   א ר י   א ו ר י
שכון משהב,ש כ ו ן   מ ש ה ב
עין גאלות,ע י ן   ג א ל ו ת
דרך מקס ואנה ווב,ד ר ך   מ ק ס   ו א נ ה   ו ו ב
אלנרגיס,א ל נ ר ג י ס
אל חגוג,א ל   ח ג ו ג
מעלה האורן,מ ע ל ה   ה א ו ר ן
שדרות יוספטל,ש ד ר ו ת   י ו ס פ ט ל
ח'לת אלמשמש,ח ' ל ת   א ל מ ש מ ש
מגידו סמ,מ ג י ד ו   ס מ
אבו סאלח,א ב ו   ס א ל ח
מבצע יפתח,מ ב צ ע   י פ ת ח
היוגב ש,ה י ו ג ב   ש
ש עובד פ כץ,ש   ע ו ב ד   פ   כ ץ
האורנים,ה א ו ר נ י ם
לסקוב חיים,ל ס ק ו ב   ח י י ם
גרינשפון,ג ר י נ ש פ ו ן
טוניק,ט ו נ י ק
סמ הרוזמרין,ס מ   ה ר ו ז מ ר י ן
וויז סטפן,ו ו י ז   ס ט פ ן
אום אל-פחם,א ו ם   א ל - פ ח ם
אלקסארא אבן סיד,א ל ק ס א ר א   א ב ן   ס י ד
שד אדם,ש ד   א ד ם
אבו נח'לה,א ב ו   נ ח ' ל ה
שכ עיר גנים ב,ש כ   ע י ר   ג נ י ם   ב
אוצר ספרים,א ו צ ר   ס פ ר י ם
"סא""ל עמנואל מורנו","ס א "" ל   ע מ נ ו א ל   מ ו ר נ ו"
ש הנופש,ש   ה נ ו פ ש
בס זליג,ב ס   ז ל י ג
יריחו מעון,י ר י ח ו   מ ע ו ן
רחבת שיבת ציון,ר ח ב ת   ש י ב ת   צ י ו ן
גבל אל זיתון,ג ב ל   א ל   ז י ת ו ן
מעלות הבוצרים,מ ע ל ו ת   ה ב ו צ ר י ם
דבורה ש,ד ב ו ר ה   ש
נוף הכרמל,נ ו ף   ה כ ר מ ל
שכ הנביאים,ש כ   ה נ ב י א י ם
שכ גן,ש כ   ג ן
גופר ראובן,ג ו פ ר   ר א ו ב ן
נגר שלום,נ ג ר   ש ל ו ם
ברודי הרב,ב ר ו ד י   ה ר ב
